,Date,Open,High,Low,Close,Volume
0,2021-12-20,1.2766,1.4086,1.3824,1.336,616505.2
1,2021-12-19,1.3771,1.4869,1.4223,1.3848,1084595.9
2,2021-12-18,1.3317,1.4481,1.3664,1.4252,618763.7
3,2021-12-17,1.2923,1.4201,1.3759,1.3644,813033.8
4,2021-12-16,1.3695,1.5767,1.3998,1.375,1285663.3
5,2021-12-15,1.1859,1.41,1.3018,1.4,1979359.8
6,2021-12-14,1.1796,1.3321,1.2896,1.2961,1475894.4
7,2021-12-13,1.275,1.5071,1.4923,1.2857,1019025.4
8,2021-12-12,1.4292,1.5452,1.4534,1.4936,1415748.6
9,2021-12-11,1.3964,1.4949,1.397,1.45,1275591.8
10,2021-12-10,1.3589,1.507,1.4659,1.3989,2764829.9
11,2021-12-09,1.466,1.6586,1.6073,1.466,2253534.3
12,2021-12-08,1.5079,1.7174,1.6434,1.6065,2507622.2
13,2021-12-07,1.599,1.7462,1.6734,1.6379,2087199.1
14,2021-12-06,1.39,1.7174,1.7039,1.6731,4725121.1
15,2021-12-05,1.5536,2.0069,1.9934,1.7033,2767812.1
16,2021-12-04,1.4632,2.161,2.1129,1.9792,6055463.4
17,2021-12-03,2.052,2.4754,2.3712,2.1159,2722659.9
18,2021-12-02,2.0763,2.5888,2.2435,2.3679,4721139.4
19,2021-12-01,2.2248,2.4862,2.3802,2.2442,1929300.8
20,2021-11-30,2.326,2.6002,2.4276,2.3811,2979229.6
21,2021-11-29,2.2751,2.533,2.5313,2.4254,2592928.9
22,2021-11-28,2.098,2.5406,2.3907,2.5324,3883063.7
23,2021-11-27,2.2721,2.4841,2.3998,2.3908,2679102.6
24,2021-11-26,2.311,2.9392,2.9011,2.403,5750585.5
25,2021-11-25,2.68,3.44,3.0179,2.8942,9410622.6
26,2021-11-24,2.747,3.4965,2.7493,3.0176,9220713.5
27,2021-11-23,2.3357,3.4,2.4375,2.7479,13809648.1
28,2021-11-22,2.1549,2.4889,2.4048,2.4351,5515314.7
29,2021-11-21,2.375,2.6553,2.6512,2.4038,3064276.9
30,2021-11-20,2.4438,2.7329,2.633,2.6529,4596183.7
31,2021-11-19,2.3263,2.707,2.3597,2.633,8406995.4
32,2021-11-18,2.1112,2.6436,2.4809,2.3595,11774996.7
33,2021-11-17,2.2218,3.229,2.3021,2.4849,36099858.3
34,2021-11-16,1.7736,2.4856,1.8125,2.3021,25896366.3
35,2021-11-15,1.6788,2.15,1.686,1.8121,18972487.8
36,2021-11-14,1.5344,1.69,1.5344,1.6803,3194458.9
37,2021-11-13,1.4816,1.6999,1.5154,1.5269,6105897.6
38,2021-11-12,1.4109,1.6,1.4506,1.5149,6829186.5
39,2021-11-11,1.2969,1.4871,1.3218,1.4543,4019527.1
40,2021-11-10,1.2895,1.58,1.3591,1.3245,8942577.8
41,2021-11-09,1.3506,1.4531,1.4477,1.3575,3492699.9
42,2021-11-08,1.3924,1.5081,1.4923,1.4477,3371890.8
43,2021-11-07,1.4433,1.5785,1.5713,1.4923,2311753.3
44,2021-11-06,1.5088,1.6289,1.5698,1.5668,3964787.4
45,2021-11-05,1.4688,1.6,1.4837,1.5698,3410433.1
46,2021-11-04,1.4763,1.6686,1.6296,1.4811,5393324.1
47,2021-11-03,1.4391,1.78,1.6994,1.6315,11895974.7
48,2021-11-02,1.3373,1.85,1.3508,1.6994,33487706.9
49,2021-11-01,1.1886,1.45,1.3261,1.3535,19405144.5
50,2021-10-31,1.2157,4.9,1.4861,1.3261,62989800.0
51,2021-10-30,0.97,1.9,1.0404,1.4861,20809520.3
52,2021-10-29,0.9601,1.07,0.9662,1.0379,2970029.2
