,Date,Open,High,Low,Close,Volume
0,2021-11-06,4.3249,4.3865,4.3626,4.3369,24960.450513
1,2021-11-05,4.2745,4.4242,4.3523,4.3623,320272.214623
2,2021-11-04,4.2421,4.4826,4.4186,4.3523,447027.820094
3,2021-11-03,4.2969,4.5757,4.4799,4.4179,589367.533704
4,2021-11-02,4.2601,4.4831,4.2807,4.4742,376918.505671
5,2021-11-01,4.1136,4.3438,4.252,4.284,252815.485455
6,2021-10-31,4.0901,4.337,4.261,4.2498,374719.259123
7,2021-10-30,4.173,4.36,4.271,4.258,345044.169311
8,2021-10-29,3.8558,4.3481,4.1777,4.271,495636.709403
9,2021-10-28,3.9504,4.2272,3.966,4.1751,437263.437251
10,2021-10-27,3.9158,4.3744,4.2241,3.9664,554321.065652
11,2021-10-26,4.176,4.3732,4.2706,4.2241,386963.340509
12,2021-10-25,4.0629,4.3283,4.1222,4.2706,507519.14802
13,2021-10-24,4.0278,4.251,4.225,4.1197,505773.878432
14,2021-10-23,4.0779,4.2448,4.1305,4.2241,527558.63581
15,2021-10-22,4.074,4.3048,4.1772,4.1344,551872.629501
16,2021-10-21,4.1547,4.395,4.2849,4.1761,780689.374572
17,2021-10-20,4.0419,4.307,4.0893,4.2849,690626.002257
18,2021-10-19,3.974,4.1021,3.9857,4.0896,484593.166296
19,2021-10-18,3.9377,4.1384,4.0908,3.9858,338856.4678
20,2021-10-17,3.9342,4.1627,4.1032,4.0862,215060.023747
21,2021-10-16,4.0779,4.2663,4.1414,4.1031,277613.963353
22,2021-10-15,3.934,4.1586,3.9909,4.1404,352314.514778
23,2021-10-14,3.8859,4.0787,3.8961,3.9879,262104.121126
24,2021-10-13,3.7046,3.8993,3.7968,3.8957,263069.315479
25,2021-10-12,3.722,3.8987,3.8987,3.7954,330046.301682
26,2021-10-11,3.8,4.0049,3.8341,3.8977,366911.139633
27,2021-10-10,3.8074,4.0374,3.9978,3.8324,270674.875072
28,2021-10-09,3.8901,4.06,3.9204,3.9975,277192.533806
29,2021-10-08,3.8832,4.0638,3.9467,3.9204,270989.120843
30,2021-10-07,3.8775,4.0202,3.986,3.9468,465590.925976
31,2021-10-06,3.7222,4.0652,3.9354,3.9893,542582.739638
32,2021-10-05,3.77,4.0133,3.8025,3.9354,311432.381953
33,2021-10-04,3.6926,3.8815,3.8714,3.8043,237362.664879
34,2021-10-03,3.768,3.9205,3.8066,3.8711,214712.885563
35,2021-10-02,3.7124,3.9111,3.7791,3.8053,255159.587026
36,2021-10-01,3.417,3.8064,3.4665,3.7792,461042.398412
37,2021-09-30,3.3057,3.4996,3.321,3.4627,215108.801381
38,2021-09-29,3.2549,3.435,3.2718,3.3227,283234.646584
